personnel_id,service_number,name,rank,is_jawan_rank,unit_id,region_type,posting_type,date_of_birth,date_of_joining,years_of_service,current_posting_start_date,family_separated,unit_operational_tempo,exposure_propensity,benign_profile
P00188,74803242,Personnel 0188,Sub-Inspector,False,U014,urban_static,hard_area,1990-12-18,2012-07-27,14.1,2024-10-24,False,0.3566,0.3084,
P00189,70369336,Personnel 0189,Constable,True,U007,training,field,1991-01-16,2014-06-05,12.24,2025-09-22,False,0.2532,0.3707,
P00190,95240376,Personnel 0190,Sub-Inspector,False,U014,urban_static,static_station,1999-01-09,2025-01-01,1.66,2026-01-19,True,0.3566,0.4706,
P00191,50829210,Personnel 0191,Constable,True,U006,border,hard_area,1999-04-04,2023-05-27,3.26,2025-01-09,False,0.6739,0.4849,
P00192,44012316,Personnel 0192,Sub-Inspector,False,U002,insurgency_affected,field,1989-01-28,2010-06-03,16.25,2023-05-16,True,0.782,0.9065,
P00193,13043395,Personnel 0193,Sub-Inspector,False,U005,border,hard_area,1998-11-24,2023-10-19,2.87,2025-03-10,True,0.7572,0.5385,
P00194,50016298,Personnel 0194,Assistant Sub-Inspector,True,U009,training,static_station,1998-06-26,2022-11-09,3.81,2024-04-01,False,0.3855,0.2154,
P00195,95908729,Personnel 0195,Assistant Sub-Inspector,True,U011,border,field,2001-11-04,2023-04-25,3.35,2023-09-03,True,0.6385,0.7672,
P00196,73828897,Personnel 0196,Constable,True,U016,border,static_station,1987-07-22,2012-01-28,14.59,2023-10-19,False,0.7134,0.4759,
P00197,66129423,Personnel 0197,Constable,True,U008,border,field,1997-05-10,2021-03-09,5.48,2023-05-27,True,0.5738,0.2778,planned_surge
P00198,54295347,Personnel 0198,Head Constable,True,U010,insurgency_affected,hard_area,1993-05-05,2017-04-17,9.37,2023-01-27,True,0.8355,0.3354,
P00199,88460020,Personnel 0199,Assistant Commandant,False,U007,training,static_station,1996-12-10,2021-08-01,5.08,2023-06-26,False,0.2532,0.8128,
P00200,94219210,Personnel 0200,Assistant Sub-Inspector,True,U016,border,hard_area,1982-11-02,2005-08-19,21.03,2026-06-26,False,0.7134,0.5082,
P00201,74885330,Personnel 0201,Constable,True,U012,insurgency_affected,field,2000-12-22,2025-06-06,1.24,2025-07-06,False,0.7195,0.5831,
P00202,85980712,Personnel 0202,Constable,True,U007,training,field,1999-08-26,2021-12-04,4.74,2024-11-09,False,0.2532,0.7271,
P00203,54826687,Personnel 0203,Constable,True,U004,urban_static,static_station,1993-05-14,2017-03-17,9.46,2025-03-09,False,0.4395,0.4534,
P00204,35039511,Personnel 0204,Sub-Inspector,False,U014,urban_static,static_station,1994-04-12,2017-08-08,9.06,2024-02-07,False,0.3566,0.7849,
P00205,39903074,Personnel 0205,Constable,True,U001,urban_static,static_station,1992-05-23,2014-03-21,12.45,2024-08-09,True,0.5535,0.8575,
P00206,60437848,Personnel 0206,Assistant Sub-Inspector,True,U002,insurgency_affected,hard_area,1986-11-23,2008-08-14,18.05,2025-11-16,False,0.782,0.6368,
P00207,66983818,Personnel 0207,Head Constable,True,U009,training,static_station,1997-06-07,2019-05-05,7.33,2023-12-17,False,0.3855,0.583,
P00208,82172496,Personnel 0208,Constable,True,U010,insurgency_affected,hard_area,1983-05-17,2008-05-24,18.27,2025-08-09,True,0.8355,0.6289,
P00209,44180135,Personnel 0209,Constable,True,U011,border,field,1992-06-10,2018-01-26,8.59,2025-08-24,True,0.6385,0.3299,
P00210,85628867,Personnel 0210,Head Constable,True,U010,insurgency_affected,hard_area,1998-11-21,2023-11-27,2.76,2024-06-30,False,0.8355,0.4662,
P00211,31466419,Personnel 0211,Sub-Inspector,False,U007,training,static_station,1997-11-27,2023-09-24,2.94,2023-10-25,False,0.2532,0.4131,
P00212,10948516,Personnel 0212,Assistant Sub-Inspector,True,U002,insurgency_affected,field,1995-11-17,2017-01-28,9.59,2025-09-09,True,0.782,0.6719,
P00213,46689019,Personnel 0213,Sub-Inspector,False,U011,border,hard_area,2003-05-14,2024-10-08,1.9,2024-11-07,False,0.6385,0.3303,
P00214,72322078,Personnel 0214,Assistant Sub-Inspector,True,U011,border,field,1983-04-16,2005-06-17,21.21,2024-07-05,False,0.6385,0.712,
P00215,91373864,Personnel 0215,Sub-Inspector,False,U001,urban_static,static_station,1992-04-14,2018-11-19,7.78,2024-02-27,True,0.5535,0.6591,
P00216,13355018,Personnel 0216,Constable,True,U014,urban_static,field,1999-05-22,2022-05-31,4.25,2025-07-19,True,0.3566,0.6383,
P00217,85346898,Personnel 0217,Constable,True,U006,border,hard_area,1990-01-29,2011-03-23,15.44,2025-03-24,True,0.6739,0.6812,
P00218,27297662,Personnel 0218,Constable,True,U001,urban_static,static_station,1995-06-11,2018-09-03,7.99,2023-11-04,False,0.5535,0.3786,
P00219,84658537,Personnel 0219,Head Constable,True,U005,border,hard_area,1981-05-26,2008-02-22,18.52,2025-11-24,True,0.7572,0.5734,
P00220,51628188,Personnel 0220,Assistant Commandant,False,U009,training,static_station,1997-11-08,2023-07-25,3.1,2026-01-25,True,0.3855,0.2368,
P00221,15556472,Personnel 0221,Inspector,False,U009,training,static_station,1991-11-14,2013-12-25,12.68,2023-06-05,False,0.3855,0.4876,
P00222,49682888,Personnel 0222,Commandant,False,U004,urban_static,field,1987-06-10,2013-09-15,12.96,2024-10-12,False,0.4395,0.837,
P00223,22070982,Personnel 0223,Head Constable,True,U013,border,field,2001-04-10,2022-07-29,4.09,2025-06-01,False,0.5538,0.5032,
P00224,27756438,Personnel 0224,Constable,True,U014,urban_static,static_station,1991-05-03,2012-12-06,13.73,2026-02-06,False,0.3566,0.3836,
P00225,21997954,Personnel 0225,Constable,True,U010,insurgency_affected,hard_area,1997-08-28,2021-10-17,4.87,2025-11-30,True,0.8355,0.4615,
P00226,59500216,Personnel 0226,Constable,True,U002,insurgency_affected,hard_area,1995-05-01,2020-11-20,5.78,2026-07-11,True,0.782,0.484,
P00227,61760624,Personnel 0227,Constable,True,U006,border,static_station,1992-06-05,2016-12-14,9.71,2024-08-17,False,0.6739,0.6962,
P00228,34919144,Personnel 0228,Deputy Commandant,False,U009,training,static_station,1986-06-04,2009-06-04,17.24,2025-04-08,False,0.3855,0.4814,
P00229,84594323,Personnel 0229,Constable,True,U011,border,hard_area,1989-02-21,2012-08-08,14.06,2026-06-12,True,0.6385,0.4711,
P00230,95349515,Personnel 0230,Constable,True,U008,border,hard_area,1999-03-25,2022-12-01,3.75,2025-10-25,True,0.5738,0.428,
P00231,36650740,Personnel 0231,Head Constable,True,U016,border,hard_area,1997-10-03,2024-03-19,2.45,2024-12-24,True,0.7134,0.4041,
P00232,58260388,Personnel 0232,Assistant Commandant,False,U005,border,field,1991-12-08,2016-02-11,10.55,2026-06-01,False,0.7572,0.4336,
P00233,36849753,Personnel 0233,Assistant Sub-Inspector,True,U014,urban_static,static_station,1987-04-21,2012-01-15,14.63,2023-08-14,False,0.3566,0.4214,
P00234,99182539,Personnel 0234,Head Constable,True,U016,border,hard_area,1992-10-05,2016-08-08,10.06,2024-04-17,False,0.7134,0.6048,
P00235,80475621,Personnel 0235,Head Constable,True,U009,training,static_station,1994-02-13,2017-08-09,9.06,2024-05-11,True,0.3855,0.1701,
P00236,22264613,Personnel 0236,Constable,True,U004,urban_static,field,1985-09-06,2008-07-22,18.11,2026-06-06,False,0.4395,0.6611,
P00237,49121169,Personnel 0237,Head Constable,True,U013,border,hard_area,1992-09-13,2015-10-04,10.91,2025-06-19,True,0.5538,0.4352,
P00238,71694006,Personnel 0238,Constable,True,U009,training,static_station,1997-04-27,2023-07-11,3.14,2023-12-14,True,0.3855,0.5906,
P00239,93386540,Personnel 0239,Constable,True,U011,border,hard_area,1999-07-01,2024-01-26,2.6,2024-12-15,False,0.6385,0.6228,
P00240,48445612,Personnel 0240,Head Constable,True,U001,urban_static,static_station,1996-05-16,2020-09-03,5.99,2025-11-16,True,0.5535,0.1382,
P00241,56521009,Personnel 0241,Constable,True,U004,urban_static,field,1996-09-07,2019-03-25,7.44,2025-04-07,False,0.4395,0.4737,
P00242,95612233,Personnel 0242,Head Constable,True,U015,insurgency_affected,hard_area,2003-06-27,2025-10-09,0.89,2025-11-09,True,0.8363,0.6159,
P00243,85107427,Personnel 0243,Head Constable,True,U005,border,field,1988-08-15,2014-09-23,11.94,2026-01-26,True,0.7572,0.4764,
P00244,88769203,Personnel 0244,Head Constable,True,U016,border,field,1997-05-04,2023-02-06,3.57,2024-02-23,False,0.7134,0.5751,
P00245,60145272,Personnel 0245,Constable,True,U004,urban_static,field,1994-11-11,2019-09-22,6.94,2025-06-13,True,0.4395,0.3043,
P00246,51774146,Personnel 0246,Constable,True,U016,border,field,1991-06-19,2014-05-18,12.29,2023-11-03,False,0.7134,0.5158,
P00247,81504570,Personnel 0247,Constable,True,U014,urban_static,hard_area,1999-11-02,2025-03-20,1.45,2025-04-19,True,0.3566,0.5071,
P00248,18721503,Personnel 0248,Sub-Inspector,False,U015,insurgency_affected,hard_area,1996-12-06,2023-06-15,3.21,2026-04-13,True,0.8363,0.3157,
P00249,29003010,Personnel 0249,Constable,True,U006,border,field,1995-06-16,2019-02-22,7.52,2023-10-19,False,0.6739,0.6701,
P00250,54269280,Personnel 0250,Constable,True,U015,insurgency_affected,hard_area,1993-07-24,2020-03-29,6.42,2024-06-10,True,0.8363,0.4839,
P00251,70885856,Personnel 0251,Head Constable,True,U006,border,hard_area,1989-09-23,2015-03-05,11.49,2025-01-11,False,0.6739,0.8535,training_cadre
P00252,85739007,Personnel 0252,Sub-Inspector,False,U013,border,field,2000-02-26,2024-08-31,2.0,2024-09-30,False,0.5538,0.5021,
P00253,52065415,Personnel 0253,Assistant Sub-Inspector,True,U002,insurgency_affected,field,1971-12-22,1998-11-20,27.78,2025-10-30,False,0.782,0.287,
P00254,14543407,Personnel 0254,Constable,True,U015,insurgency_affected,hard_area,1989-04-08,2013-11-19,12.78,2023-06-07,True,0.8363,0.1724,
P00255,81017413,Personnel 0255,Constable,True,U011,border,hard_area,1996-08-11,2022-08-25,4.02,2025-08-03,False,0.6385,0.2917,
P00256,62885804,Personnel 0256,Inspector,False,U011,border,hard_area,1989-10-06,2013-04-18,13.37,2025-06-26,True,0.6385,0.3906,
P00257,84624244,Personnel 0257,Inspector,False,U004,urban_static,field,1992-12-01,2016-05-04,10.32,2025-05-15,False,0.4395,0.4468,
P00258,68318703,Personnel 0258,Constable,True,U013,border,field,1989-04-01,2015-03-23,11.44,2025-03-21,False,0.5538,0.6129,
P00259,31614638,Personnel 0259,Constable,True,U005,border,static_station,1998-11-09,2020-06-21,6.19,2026-01-09,False,0.7572,0.5188,
P00260,19068034,Personnel 0260,Constable,True,U003,urban_static,field,1990-08-01,2016-08-28,10.01,2024-03-01,True,0.3722,0.3982,
P00261,64397126,Personnel 0261,Constable,True,U007,training,static_station,1982-07-06,2008-10-26,17.85,2024-02-02,False,0.2532,0.5153,
P00262,41163825,Personnel 0262,Head Constable,True,U006,border,field,1989-02-17,2012-12-24,13.69,2023-06-14,False,0.6739,0.4123,
P00263,62102012,Personnel 0263,Constable,True,U013,border,hard_area,2001-11-05,2025-01-02,1.66,2025-09-03,False,0.5538,0.3371,
P00264,99497002,Personnel 0264,Head Constable,True,U003,urban_static,static_station,1997-11-23,2020-06-09,6.23,2024-09-07,True,0.3722,0.4027,
P00265,53387096,Personnel 0265,Constable,True,U002,insurgency_affected,hard_area,1998-10-05,2019-12-06,6.74,2023-04-20,True,0.782,0.4542,
P00266,14816809,Personnel 0266,Head Constable,True,U002,insurgency_affected,hard_area,1998-07-03,2021-09-02,5.0,2026-02-15,False,0.782,0.5793,voluntary_hard_area
P00267,73128145,Personnel 0267,Deputy Commandant,False,U006,border,hard_area,1992-09-18,2014-10-10,11.89,2026-04-26,True,0.6739,0.5442,
P00268,95927433,Personnel 0268,Head Constable,True,U010,insurgency_affected,hard_area,1996-08-08,2023-01-20,3.61,2024-11-07,True,0.8355,0.3884,
P00269,34030247,Personnel 0269,Assistant Sub-Inspector,True,U007,training,field,1991-11-20,2013-11-20,12.78,2026-02-27,False,0.2532,0.6816,
P00270,33022286,Personnel 0270,Constable,True,U005,border,hard_area,1991-11-08,2016-12-20,9.69,2026-03-18,False,0.7572,0.6547,
P00271,81800488,Personnel 0271,Constable,True,U012,insurgency_affected,field,2000-01-03,2025-04-11,1.39,2025-05-11,False,0.7195,0.6223,
P00272,61984736,Personnel 0272,Assistant Commandant,False,U013,border,field,1999-06-16,2021-08-11,5.05,2026-02-10,False,0.5538,0.6943,
P00273,38802295,Personnel 0273,Constable,True,U007,training,static_station,1981-11-02,2006-03-26,20.43,2023-09-06,True,0.2532,0.6818,
P00274,90153901,Personnel 0274,Sub-Inspector,False,U008,border,hard_area,1996-08-28,2020-11-23,5.77,2024-05-03,False,0.5738,0.5415,
P00275,35457285,Personnel 0275,Inspector,False,U007,training,static_station,1984-01-25,2005-11-30,20.75,2024-09-17,False,0.2532,0.3486,
P00276,18263853,Personnel 0276,Constable,True,U012,insurgency_affected,hard_area,1977-01-30,2001-01-29,25.59,2024-08-19,True,0.7195,0.7366,
P00277,51503531,Personnel 0277,Constable,True,U008,border,hard_area,1998-10-28,2019-11-25,6.77,2024-12-27,True,0.5738,0.5616,
P00278,17489138,Personnel 0278,Assistant Sub-Inspector,True,U014,urban_static,field,1990-06-09,2013-05-06,13.32,2026-05-23,False,0.3566,0.7042,
P00279,84797954,Personnel 0279,Sub-Inspector,False,U005,border,hard_area,2000-03-30,2021-08-03,5.08,2025-11-26,False,0.7572,0.7313,
P00280,55400020,Personnel 0280,Constable,True,U013,border,hard_area,1994-12-27,2020-01-07,6.65,2024-09-08,False,0.5538,0.5417,
P00281,13955510,Personnel 0281,Constable,True,U006,border,field,1990-04-19,2015-07-09,11.15,2023-12-08,False,0.6739,0.7283,
P00282,53253775,Personnel 0282,Constable,True,U009,training,field,1996-11-28,2020-01-28,6.59,2025-11-08,False,0.3855,0.582,
P00283,15299518,Personnel 0283,Constable,True,U014,urban_static,field,1990-07-11,2015-09-26,10.93,2024-10-05,True,0.3566,0.4503,
P00284,62793027,Personnel 0284,Commandant,False,U011,border,field,1991-09-03,2016-04-07,10.4,2025-11-24,True,0.6385,0.3596,
P00285,10111166,Personnel 0285,Commandant,False,U007,training,static_station,2000-04-06,2023-06-17,3.21,2023-10-04,False,0.2532,0.4115,
P00286,94455681,Personnel 0286,Head Constable,True,U007,training,static_station,2001-02-13,2022-05-31,4.25,2025-05-25,False,0.2532,0.6492,
P00287,87164221,Personnel 0287,Constable,True,U005,border,field,2003-11-21,2026-01-09,0.64,2026-02-09,False,0.7572,0.1878,
P00288,39775196,Personnel 0288,Constable,True,U006,border,hard_area,1995-05-17,2016-07-10,10.14,2025-11-18,True,0.6739,0.3608,
P00289,39236074,Personnel 0289,Constable,True,U012,insurgency_affected,field,1979-06-24,2002-08-28,24.01,2023-08-03,True,0.7195,0.4866,
P00290,18281207,Personnel 0290,Head Constable,True,U002,insurgency_affected,hard_area,1995-09-04,2021-03-25,5.44,2025-04-30,True,0.782,0.5173,
P00291,90062434,Personnel 0291,Constable,True,U003,urban_static,static_station,1995-09-23,2016-10-01,9.92,2023-06-19,False,0.3722,0.5367,
P00292,50972567,Personnel 0292,Assistant Sub-Inspector,True,U014,urban_static,field,1996-07-26,2023-02-05,3.57,2023-09-09,False,0.3566,0.8295,
P00293,77470064,Personnel 0293,Constable,True,U002,insurgency_affected,field,1990-06-04,2017-04-07,9.4,2025-11-25,True,0.782,0.8411,
P00294,16858335,Personnel 0294,Constable,True,U002,insurgency_affected,hard_area,1979-04-10,2004-06-20,22.2,2023-04-18,True,0.782,0.4371,
P00295,42994768,Personnel 0295,Sub-Inspector,False,U016,border,hard_area,1987-01-16,2009-08-05,17.07,2026-07-16,True,0.7134,0.3228,
P00296,71729252,Personnel 0296,Sub-Inspector,False,U010,insurgency_affected,hard_area,1996-08-09,2021-01-04,5.66,2024-12-25,True,0.8355,0.2413,
P00297,44576130,Personnel 0297,Head Constable,True,U012,insurgency_affected,hard_area,1999-12-25,2024-08-06,2.07,2024-10-01,False,0.7195,0.5044,
P00298,28976069,Personnel 0298,Deputy Commandant,False,U012,insurgency_affected,field,1995-08-22,2017-08-11,9.05,2025-05-15,False,0.7195,0.5072,
P00299,25949023,Personnel 0299,Constable,True,U012,insurgency_affected,hard_area,1986-11-22,2013-01-01,13.66,2025-01-27,True,0.7195,0.357,
P00300,87258238,Personnel 0300,Inspector,False,U008,border,hard_area,1997-02-05,2018-08-03,8.08,2024-11-29,True,0.5738,0.4418,
P00301,15743265,Personnel 0301,Head Constable,True,U013,border,field,1993-09-04,2020-05-13,6.3,2026-05-23,False,0.5538,0.4779,
P00302,17729036,Personnel 0302,Constable,True,U007,training,static_station,1997-12-04,2019-11-06,6.82,2024-11-20,False,0.2532,0.3262,
P00303,25887413,Personnel 0303,Head Constable,True,U002,insurgency_affected,hard_area,1994-06-12,2019-04-17,7.37,2025-03-21,False,0.782,0.7402,
P00304,77661701,Personnel 0304,Head Constable,True,U013,border,hard_area,1999-01-07,2024-02-01,2.58,2024-03-02,True,0.5538,0.8036,
P00305,88204798,Personnel 0305,Constable,True,U014,urban_static,field,1988-07-02,2012-01-08,14.65,2025-06-02,True,0.3566,0.8502,
P00306,83005249,Personnel 0306,Constable,True,U004,urban_static,static_station,1992-08-25,2015-10-03,10.91,2024-09-05,True,0.4395,0.4041,
P00307,11729048,Personnel 0307,Inspector,False,U011,border,field,1975-01-19,2001-11-30,24.75,2023-05-23,True,0.6385,0.6697,
P00308,15546510,Personnel 0308,Inspector,False,U015,insurgency_affected,field,1993-06-29,2018-02-03,8.57,2025-04-12,True,0.8363,0.7914,
P00309,86208740,Personnel 0309,Head Constable,True,U012,insurgency_affected,hard_area,1986-05-04,2011-04-30,15.34,2025-03-16,True,0.7195,0.4477,
P00310,59977291,Personnel 0310,Constable,True,U004,urban_static,field,1999-05-09,2023-05-27,3.26,2026-07-09,True,0.4395,0.6404,
P00311,80265508,Personnel 0311,Constable,True,U012,insurgency_affected,hard_area,1975-04-18,2000-09-06,25.98,2024-06-11,True,0.7195,0.7451,
P00312,14392958,Personnel 0312,Head Constable,True,U006,border,hard_area,1984-04-23,2006-09-14,19.96,2024-09-02,True,0.6739,0.6998,
P00313,27442735,Personnel 0313,Constable,True,U003,urban_static,field,1995-06-26,2019-03-30,7.42,2023-09-27,True,0.3722,0.4852,
P00314,81357289,Personnel 0314,Sub-Inspector,False,U013,border,field,1986-09-30,2009-02-07,17.56,2024-10-19,False,0.5538,0.6356,
P00315,81744371,Personnel 0315,Constable,True,U015,insurgency_affected,hard_area,1992-02-26,2015-07-12,11.14,2025-07-01,True,0.8363,0.6575,
P00316,72092852,Personnel 0316,Inspector,False,U014,urban_static,static_station,1987-01-19,2009-10-13,16.88,2025-05-25,False,0.3566,0.5642,
P00317,23167725,Personnel 0317,Head Constable,True,U011,border,hard_area,1989-01-24,2015-03-08,11.48,2024-05-24,True,0.6385,0.4677,
P00318,77801059,Personnel 0318,Constable,True,U004,urban_static,static_station,1995-02-10,2021-03-31,5.42,2026-07-09,False,0.4395,0.3302,course_attendee
P00319,71517177,Personnel 0319,Head Constable,True,U012,insurgency_affected,hard_area,1999-11-17,2022-02-02,4.58,2025-10-03,False,0.7195,0.2489,
P00320,40885864,Personnel 0320,Constable,True,U014,urban_static,static_station,1991-10-01,2015-04-01,11.42,2023-06-17,False,0.3566,0.5908,
P00321,47096731,Personnel 0321,Inspector,False,U004,urban_static,static_station,1991-11-11,2018-06-24,8.19,2025-03-27,False,0.4395,0.5835,
P00322,36153863,Personnel 0322,Head Constable,True,U004,urban_static,static_station,1992-08-09,2016-09-26,9.93,2026-04-05,True,0.4395,0.3663,
P00323,59332859,Personnel 0323,Constable,True,U011,border,field,1984-04-28,2005-05-27,21.26,2026-04-08,False,0.6385,0.2861,
P00324,54928497,Personnel 0324,Constable,True,U003,urban_static,static_station,1979-12-22,2006-03-10,20.48,2023-05-14,False,0.3722,0.461,
P00325,38309647,Personnel 0325,Assistant Sub-Inspector,True,U003,urban_static,static_station,1996-12-12,2021-05-06,5.32,2025-09-03,False,0.3722,0.5131,
P00326,16194055,Personnel 0326,Constable,True,U012,insurgency_affected,hard_area,1981-01-01,2007-02-12,19.55,2023-01-29,False,0.7195,0.2178,recent_return
P00327,53737536,Personnel 0327,Constable,True,U013,border,field,1989-11-21,2012-12-25,13.68,2026-05-31,False,0.5538,0.6274,
P00328,39510181,Personnel 0328,Assistant Sub-Inspector,True,U001,urban_static,hard_area,1999-03-16,2024-03-01,2.5,2025-01-22,True,0.5535,0.1549,
P00329,12840921,Personnel 0329,Assistant Sub-Inspector,True,U013,border,hard_area,1991-01-03,2016-04-24,10.35,2024-07-02,False,0.5538,0.5655,
P00330,27100516,Personnel 0330,Constable,True,U014,urban_static,static_station,1997-01-04,2023-07-23,3.11,2024-01-21,False,0.3566,0.3272,
P00331,71942686,Personnel 0331,Sub-Inspector,False,U004,urban_static,static_station,1991-02-15,2017-01-02,9.66,2026-01-12,False,0.4395,0.4038,
P00332,72857534,Personnel 0332,Assistant Sub-Inspector,True,U007,training,static_station,1994-06-20,2017-02-10,9.55,2024-06-24,True,0.2532,0.5696,
P00333,93635717,Personnel 0333,Sub-Inspector,False,U010,insurgency_affected,field,1983-07-05,2006-08-10,20.06,2024-06-04,False,0.8355,0.4453,
P00334,40926393,Personnel 0334,Constable,True,U007,training,static_station,1994-02-04,2016-10-23,9.86,2024-03-13,False,0.2532,0.8711,
P00335,95411642,Personnel 0335,Assistant Sub-Inspector,True,U001,urban_static,static_station,1996-09-10,2023-03-14,3.47,2024-03-16,False,0.5535,0.4761,
P00336,88095181,Personnel 0336,Assistant Sub-Inspector,True,U003,urban_static,static_station,1989-01-10,2015-04-01,11.42,2026-01-29,False,0.3722,0.8819,
P00337,62756315,Personnel 0337,Constable,True,U008,border,static_station,2003-02-17,2024-07-25,2.1,2026-01-08,False,0.5738,0.1628,recent_return
P00338,24527515,Personnel 0338,Head Constable,True,U016,border,static_station,1997-06-03,2021-12-06,4.74,2026-07-05,False,0.7134,0.4468,
P00339,94309157,Personnel 0339,Constable,True,U009,training,static_station,1986-10-09,2008-04-17,18.37,2023-07-22,False,0.3855,0.5305,
P00340,81450431,Personnel 0340,Head Constable,True,U003,urban_static,static_station,1999-03-22,2023-07-10,3.15,2025-01-27,False,0.3722,0.3807,
P00341,71855355,Personnel 0341,Assistant Commandant,False,U001,urban_static,hard_area,1999-07-18,2021-12-14,4.71,2026-07-27,False,0.5535,0.5825,
P00342,62778131,Personnel 0342,Assistant Sub-Inspector,True,U013,border,hard_area,1999-05-15,2024-12-25,1.68,2026-03-06,True,0.5538,0.6322,training_cadre
P00343,77086598,Personnel 0343,Assistant Commandant,False,U016,border,hard_area,2003-09-08,2025-09-04,0.99,2025-10-04,False,0.7134,0.507,
P00344,31259495,Personnel 0344,Head Constable,True,U012,insurgency_affected,hard_area,1984-03-08,2007-02-22,19.52,2023-07-20,True,0.7195,0.2502,
P00345,10562875,Personnel 0345,Constable,True,U002,insurgency_affected,hard_area,1997-06-08,2018-08-09,8.06,2026-02-11,True,0.782,0.3743,
P00346,31110280,Personnel 0346,Assistant Commandant,False,U009,training,static_station,1999-05-09,2025-05-28,1.26,2025-06-28,False,0.3855,0.5505,
P00347,44135356,Personnel 0347,Assistant Sub-Inspector,True,U014,urban_static,static_station,1991-04-06,2016-12-18,9.7,2025-12-28,False,0.3566,0.3182,course_attendee
P00348,15365368,Personnel 0348,Assistant Sub-Inspector,True,U011,border,hard_area,1987-07-05,2012-05-24,14.27,2026-02-17,False,0.6385,0.537,
P00349,88210844,Personnel 0349,Constable,True,U006,border,hard_area,1997-04-16,2021-10-29,4.84,2023-08-09,True,0.6739,0.7827,
P00350,95693007,Personnel 0350,Constable,True,U016,border,field,1991-08-18,2012-10-07,13.9,2025-02-27,True,0.7134,0.6736,
P00351,62416071,Personnel 0351,Head Constable,True,U014,urban_static,field,1996-09-12,2018-12-30,7.67,2026-05-20,True,0.3566,0.6736,
P00352,75670594,Personnel 0352,Head Constable,True,U008,border,hard_area,2001-07-05,2024-01-15,2.63,2024-08-06,True,0.5738,0.4985,
P00353,77873099,Personnel 0353,Constable,True,U015,insurgency_affected,field,1994-09-09,2021-09-06,4.98,2025-09-16,False,0.8363,0.3055,
P00354,21684544,Personnel 0354,Sub-Inspector,False,U006,border,hard_area,1998-08-15,2021-06-26,5.18,2025-09-05,True,0.6739,0.3475,
P00355,67128106,Personnel 0355,Constable,True,U015,insurgency_affected,hard_area,1999-01-31,2023-12-26,2.68,2025-12-31,True,0.8363,0.4548,
P00356,85384162,Personnel 0356,Assistant Sub-Inspector,True,U003,urban_static,static_station,2000-08-14,2022-02-27,4.51,2023-11-29,False,0.3722,0.3781,
P00357,46424944,Personnel 0357,Constable,True,U001,urban_static,field,1998-10-20,2023-08-28,3.01,2026-01-24,False,0.5535,0.5801,
P00358,84572977,Personnel 0358,Constable,True,U001,urban_static,field,1988-09-28,2013-02-12,13.55,2023-12-18,False,0.5535,0.5941,
P00359,45576743,Personnel 0359,Sub-Inspector,False,U004,urban_static,static_station,1991-05-17,2015-05-14,11.3,2024-10-01,True,0.4395,0.6045,
P00360,89559353,Personnel 0360,Assistant Commandant,False,U003,urban_static,static_station,1984-01-22,2009-02-05,17.57,2024-04-22,False,0.3722,0.7505,
P00361,52347578,Personnel 0361,Sub-Inspector,False,U016,border,hard_area,1999-03-29,2023-04-17,3.38,2023-05-17,True,0.7134,0.7113,
P00362,16349831,Personnel 0362,Head Constable,True,U009,training,static_station,1987-10-27,2013-09-17,12.95,2026-04-18,True,0.3855,0.4494,
P00363,73276626,Personnel 0363,Constable,True,U001,urban_static,field,2000-09-03,2025-04-03,1.41,2025-05-04,False,0.5535,0.3804,recent_return
P00364,51534522,Personnel 0364,Assistant Sub-Inspector,True,U011,border,field,1999-10-07,2024-04-06,2.4,2024-05-07,False,0.6385,0.3335,
P00365,23862672,Personnel 0365,Constable,True,U007,training,static_station,1993-12-26,2019-11-26,6.76,2024-09-22,True,0.2532,0.1039,
P00366,77340265,Personnel 0366,Constable,True,U001,urban_static,static_station,1979-11-03,2003-12-18,22.7,2026-02-27,False,0.5535,0.0966,planned_surge
P00367,77270123,Personnel 0367,Assistant Sub-Inspector,True,U002,insurgency_affected,hard_area,2003-05-15,2024-06-27,2.18,2024-12-27,True,0.782,0.6264,
P00368,35628031,Personnel 0368,Assistant Sub-Inspector,True,U006,border,hard_area,1982-06-11,2006-11-11,19.8,2025-09-12,False,0.6739,0.5886,planned_surge
P00369,92332315,Personnel 0369,Inspector,False,U004,urban_static,static_station,2002-08-01,2025-01-27,1.59,2026-07-11,False,0.4395,0.7129,
P00370,61423410,Personnel 0370,Constable,True,U003,urban_static,static_station,1994-07-02,2018-09-30,7.92,2024-10-23,True,0.3722,0.6029,
P00371,61558379,Personnel 0371,Constable,True,U004,urban_static,static_station,1998-04-01,2022-02-18,4.53,2024-08-12,True,0.4395,0.4033,
P00372,31176798,Personnel 0372,Constable,True,U016,border,field,1997-10-28,2021-07-25,5.1,2024-04-10,False,0.7134,0.4943,
P00373,33537030,Personnel 0373,Constable,True,U005,border,field,2000-03-02,2022-06-13,4.22,2023-12-14,False,0.7572,0.5688,
P00374,21245760,Personnel 0374,Constable,True,U015,insurgency_affected,field,1995-05-11,2022-02-18,4.53,2025-02-07,False,0.8363,0.588,
P00375,44775589,Personnel 0375,Assistant Sub-Inspector,True,U006,border,field,1984-04-02,2009-02-26,17.51,2025-09-03,False,0.6739,0.4079,
